NAM_line,Chr,Group,Start,End,Array.size..bp.,Repeat.content..bp.,Repeat.Percentage,X100N,Ngap.Percentage,AF013103.1,CentC,CL569186.1,knob180,TR.1,type,structure,Cyto_vis,Cyto_type,Name,Notes
MS71,chr8,8,136081552,136125713,44161,10591,0.24,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr8,7,136265372,136299378,34006,10565,0.311,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr8,7,136852620,136867572,14952,8307,0.556,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr8,6,136865833,136899989,34156,10569,0.309,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr8,6,137489386,137523543,34157,10569,0.309,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr8,8,137969635,137984586,14951,8307,0.556,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr8,7,138144762,138159717,14955,8307,0.555,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr8,8,138236772,138295637,58865,10269,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr8,6,138570379,138613869,43490,10568,0.243,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr8,8,138842482,138901344,58862,10251,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr8,8,139032123,139090982,58859,10221,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr8,9,139699508,139733511,34003,10567,0.311,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr8,9,139829409,139863415,34006,10565,0.311,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr8,8,139844669,139903530,58861,10250,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr8,9,139964987,140023848,58861,10236,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr8,8,140862438,140896434,33996,10568,0.311,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr8,10,141228111,141286963,58852,10250,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr8,7,142200146,142259005,58859,10270,0.174,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr8,9,154974721,155015879,41158,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,8L,
HP301,chr8,8,155556564,155585353,28789,17321,0.602,NA,0,0,0,0,0,1,TR-1,single,,,,
Ky21,chr8,9,155591744,155620530,28786,17321,0.602,NA,0,0,0,0,0,1,TR-1,single,,,,
NC358,chr8,7,155784430,155837033,52603,17685,0.336,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,8L,
IL14H,chr8,8,156060420,156101585,41165,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
MS71,chr8,10,156606623,157611902,1005279,759076,0.755,Y,0.013,0,0,0,0.924,0.076,knob180,mixed,YES,knob180,8L,
Tx303,chr8,8,157019366,157060533,41167,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML322,chr8,7,157049833,157091001,41168,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki11,chr8,9,157275049,157316212,41163,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
NC358,chr8,8,157297712,158649480,1351768,969012,0.717,Y,0.004,0,0,0,0.927,0.073,knob180,mixed,YES,knob180,8L,
M162W,chr8,8,157563988,157604612,40624,17717,0.436,NA,0,0,0,0,0,1,TR-1,single,YES,kmixed,8L,
Ki3,chr8,6,157569899,157599033,29134,17686,0.607,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML103,chr8,9,157683480,157724611,41131,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
Oh43,chr8,7,157856782,157897949,41167,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
MS71,chr8,11,157963818,158529330,565512,404437,0.715,NA,0,0,0,0,0.97,0.03,knob180,mixed,YES,knob180,8L,
B73,chr8,9,158304846,158346004,41158,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
P39,chr8,9,158340080,158381244,41164,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
Mo18W,chr8,7,158725840,158739159,13319,6592,0.495,NA,0,0,0,0,0,1,TR-1,single,YES,knob180,8L,
Tx303,chr8,9,158776347,160824723,2048376,1502495,0.734,Y,0.011,0,0,0,0.952,0.048,knob180,mixed,YES,mixed,8L,
CML69,chr8,9,158998322,159039488,41166,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML322,chr8,8,159033514,160091665,1058151,736230,0.696,Y,0.001,0,0,0,0.903,0.097,knob180,mixed,YES,knob180,8L,
Ki11,chr8,10,159072510,161175407,2102897,1595086,0.759,Y,0.006,0,0,0,0.956,0.044,knob180,mixed,YES,mixed,8L,
M162W,chr8,9,159350110,160633153,1283043,880257,0.686,Y,0.041,0,0,0,0.919,0.081,knob180,mixed,YES,kmixed,8L,
Oh7b,chr8,10,159414978,159444149,29171,17723,0.608,NA,0,0,0,0,0,1,TR-1,single,,,,
Ki3,chr8,7,159481222,160065279,584057,367773,0.63,Y,0.03,0,0,0,0.888,0.112,knob180,mixed,YES,mixed,8L,
CML333,chr8,10,159583204,159635808,52604,17685,0.336,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
Tzi8,chr8,11,159653074,159682203,29129,17720,0.608,NA,0,0,0,0,0,1,TR-1,single,,,,
CML277,chr8,6,159899427,159940595,41168,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
CML228,chr8,9,159928495,159957634,29139,17701,0.607,NA,0,0,0,0,0,1,TR-1,single,,,,
CML52,chr8,10,160034433,160075604,41171,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
NC350,chr8,5,160064071,160077395,13324,6592,0.495,NA,0,0,0,0,0,1,TR-1,single,,,,
B73,chr8,10,160145385,162283485,2138100,1647475,0.771,Y,0,0,0,0,0.957,0.043,knob180,mixed,Y,knob180,8L,
B97,chr8,7,160277033,160318199,41166,7009,0.17,NA,0,0,0,0,0,1,TR-1,single,,,,
M37W,chr8,9,160306982,160347605,40623,17717,0.436,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
Mo18W,chr8,8,160594631,161420549,825918,591244,0.716,Y,0.019,0,0,0,0.902,0.098,knob180,mixed,YES,knob180,8L,
CML69,chr8,10,160738396,161349824,611428,317583,0.519,Y,0.19,0,0,0,0.875,0.125,knob180,mixed,YES,mixed,8L,
Tzi8,chr8,12,161356456,161378905,22449,13051,0.581,NA,0,0,0,0,1,0,knob180,single,YES,knob180,8L,
CML333,chr8,11,161437772,162694273,1256501,843783,0.672,Y,0.04,0,0,0,0.917,0.083,knob180,mixed,YES,mixed,8L,
Tzi8,chr8,13,161552874,162173754,620880,272545,0.439,Y,0.189,0,0,0,0.89,0.11,knob180,mixed,YES,knob180,8L,
CML228,chr8,10,161751091,161773458,22367,12983,0.58,NA,0,0,0,0,1,0,knob180,single,YES,mix,8L,
CML247,chr8,8,161914890,161944048,29158,17723,0.608,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML52,chr8,11,161940717,162381817,441100,231557,0.525,Y,0.112,0,0,0,0.947,0.053,knob180,mixed,YES,mixed,8L,
CML228,chr8,11,161942055,162000401,58346,30068,0.515,NA,0,0,0,0,1,0,knob180,single,YES,mix,8L,
Mo18W,chr8,9,162071715,162473306,401591,284925,0.709,NA,0.001,0,0,0,0.957,0.043,knob180,mixed,YES,knob180,8L,
CML228,chr8,12,162133361,162298987,165626,88011,0.531,Y,0.001,0,0,0,1,0,knob180,single,YES,mix,8L,
M37W,chr8,10,162158825,163515116,1356291,962595,0.71,Y,0,0,0,0,0.927,0.073,knob180,mixed,YES,mixed,8L,
CML247,chr8,9,163785573,163816997,31424,21881,0.696,NA,0,0,0,0,1,0,knob180,single,YES,mixed,8L,
CML247,chr8,10,163985661,164562619,576958,289511,0.502,Y,0.155,0,0,0,0.897,0.103,knob180,mixed,YES,mixed,8L,
Ki11,chr8,11,165647080,168266742,2619662,1415551,0.54,NA,0,0,0,0,0.004,0.996,TR-1,mixed,YES,mixed,8L,
CML52,chr8,12,166773345,167742954,969609,460835,0.475,Y,0.03,0,0,0,0.003,0.997,TR-1,mixed,YES,mixed,8L,
CML333,chr8,12,166886594,168394040,1507446,820102,0.544,Y,0.006,0,0,0,0.005,0.995,TR-1,mixed,YES,mixed,8L,
Tx303,chr8,10,167293539,169708133,2414594,1317682,0.546,Y,0.008,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML52,chr8,13,167863575,168214019,350444,184317,0.526,NA,0.056,0,0,0,0.014,0.986,TR-1,mixed,YES,mixed,8L,
NC350,chr8,7,168877224,170020536,1143312,640775,0.56,Y,0,0,0,0,0,1,TR-1,single,YES,TR-1,8L,
CML69,chr8,11,169849613,169861974,12361,12057,0.975,NA,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML69,chr8,12,169986566,170668048,681482,249862,0.367,Y,0.108,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML228,chr8,14,170400094,170653433,253339,86074,0.34,NA,0,0,0,0,0,1,TR-1,single,YES,mix,8L,
CML228,chr8,15,170833695,171038949,205254,84974,0.414,Y,0.001,0,0,0,0,1,TR-1,single,YES,mix,8L,
Ki11,chr8,12,171026755,171872236,845481,437153,0.517,Y,0,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML333,chr8,13,171296306,171424047,127741,78340,0.613,Y,0.001,0,0,0,0,1,TR-1,single,YES,mixed,8L,
CML247,chr8,12,171770670,172743991,973321,382867,0.393,Y,0.103,0,0,0,0,1,TR-1,single,YES,mixed,8L,
B97,chr9,1,1,933214,933213,715488,0.767,NA,0,0,0,0,0.967,0.033,knob180,mixed,YES,knob180,9S,
CML247,chr9,1,1,129064,129063,100777,0.781,NA,0,0,0,0,1,0,knob180,single,YES,knob180,9S,
CML277,chr9,1,1,162657,162656,94429,0.581,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr9,1,1,37154,37153,33493,0.901,NA,0,0,0,0,1,0,knob180,single,YES,mixed,9S,
CML333,chr9,1,1,576635,576634,398306,0.691,NA,0.027,0,0,0,0.958,0.042,knob180,mixed,,,,
CML52,chr9,1,1,404387,404386,171453,0.424,NA,0.183,0,0,0,0.905,0.095,knob180,mixed,YES,knob180,9S,
Ki11,chr9,1,1,884538,884537,672147,0.76,NA,0,0,0,0,0.965,0.035,knob180,mixed,YES,knob180,9S,
Ki3,chr9,1,1,31076,31075,27464,0.884,NA,0,0,0,0,1,0,knob180,single,YES,mixed,9S,
M37W,chr9,1,1,807328,807327,584753,0.724,NA,0.02,0,0,0,0.96,0.04,knob180,mixed,YES,knob180,9S,
Oh43,chr9,1,1,424845,424844,296930,0.699,NA,0,0,0,0,1,0,knob180,single,YES,knob180,9S,
Oh7b,chr9,1,1,13787,13786,8211,0.596,NA,0,0,0,0.121,0.879,0,knob180,mixed,,,,
P39,chr9,1,1,769659,769658,556259,0.723,NA,0,0,0,0,0.935,0.065,knob180,mixed,,,,
Tzi8,chr9,1,1,432572,432571,288931,0.668,NA,0.042,0,0,0,1,0,knob180,single,YES,knob180,9S,
IL14H,chr9,1,2,1100390,1100388,855515,0.777,NA,0,0,0,0,0.939,0.061,knob180,mixed,YES,TR-1,9S,
MS71,chr9,1,2,353294,353292,220883,0.625,NA,0.035,0,0,0,1,0,knob180,single,YES,knob180,9S,
CML228,chr9,1,3,200484,200481,161720,0.807,NA,0,0,0,0,0.893,0.107,knob180,mixed,,,,
NC350,chr9,1,3,1903035,1903032,1430525,0.752,NA,0,0,0,0.003,0.958,0.039,knob180,mixed,,,,
NC358,chr9,1,3,33823,33820,30179,0.892,NA,0,0,0,0,1,0,knob180,single,YES,knob180,9S,
CML69,chr9,1,4,276391,276387,187096,0.677,NA,0,0,0,0,1,0,knob180,single,YES,mixed,9S,
B73,chr9,1,22,1744680,1744658,1319155,0.756,NA,0,0,0,0,0.971,0.029,knob180,mixed,Y,knob180,9S,
HP301,chr9,1,548,478227,477679,377537,0.79,NA,0,0,0,0,0.939,0.061,knob180,mixed,YES,knob180,9S,
Tx303,chr9,1,2379,813809,811430,580048,0.715,NA,0.001,0,0,0,0.937,0.063,knob180,mixed,,,,
CML103,chr9,1,3824,742698,738874,515550,0.698,NA,0.004,0,0,0,0.93,0.07,knob180,mixed,,,,
M162W,chr9,1,16904,750774,733870,464086,0.632,NA,0.105,0,0,0,0.931,0.069,knob180,mixed,,,,
Ky21,chr9,1,22957,263257,240300,188643,0.785,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr9,1,26019,745568,719549,525388,0.73,NA,0,0,0,0,0.931,0.069,knob180,mixed,,,,
CML277,chr9,2,317202,722356,405154,184372,0.455,NA,0.231,0,0,0,0.848,0.152,knob180,mixed,,,,
CML247,chr9,2,335551,981680,646129,348080,0.539,NA,0.196,0,0,0,0.905,0.095,knob180,mixed,YES,knob180,9S,
Ky21,chr9,2,462139,738931,276792,161018,0.582,NA,0.052,0,0,0,0.915,0.085,knob180,mixed,,,,
HP301,chr9,2,759061,1879179,1120118,768023,0.686,NA,0.012,0,0,0,0.957,0.043,knob180,mixed,YES,knob180,9S,
CML228,chr9,2,759508,1186367,426859,209707,0.491,NA,0.108,0,0,0,0.923,0.077,knob180,mixed,,,,
CML52,chr9,2,820541,1013148,192607,112704,0.585,NA,0.17,0,0,0,1,0,knob180,single,YES,knob180,9S,
CML277,chr9,3,960479,1113684,153205,52081,0.34,NA,0.432,0,0,0,1,0,knob180,single,,,,
CML247,chr9,3,1167329,1317543,150214,85698,0.571,NA,0.027,0,0,0,1,0,knob180,single,YES,knob180,9S,
CML228,chr9,3,1620980,1857797,236817,115229,0.487,NA,0.271,0,0,0,1,0,knob180,single,,,,
Oh43,chr9,2,20805652,20831423,25771,6199,0.241,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr9,2,21070015,21105828,35813,6915,0.193,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr9,2,21688311,21732220,43909,6915,0.157,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr9,2,21689645,21716127,26482,6915,0.261,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr9,4,22356296,22392242,35946,6915,0.192,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr9,2,22449961,22476441,26480,6908,0.261,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr9,2,22595650,22622133,26483,6915,0.261,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr9,2,22989914,23016396,26482,6915,0.261,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr9,2,30772349,30789775,17426,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr9,2,31276673,31313109,36436,9606,0.264,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr9,3,31482148,31557306,75158,10329,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr9,2,31532306,31549732,17426,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr9,3,31540342,31615746,75404,10331,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr9,2,31675856,31693286,17430,7849,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr9,2,31730448,31747874,17426,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr9,3,31836655,31942401,105746,50169,0.474,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr9,2,31836761,31854183,17422,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr9,2,31924796,31942222,17426,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr9,3,32022679,32040106,17427,7848,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr9,5,32119571,32233277,113706,50182,0.441,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr9,2,32175473,32192899,17426,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr9,2,32352264,32430914,78650,10330,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr9,2,32521999,32597135,75136,10329,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr9,3,32560568,32663631,103063,47535,0.461,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr9,2,32598097,32615522,17425,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr9,4,32704863,32780014,75151,10330,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr9,3,32768673,32843822,75149,10329,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr9,3,32811511,32828934,17423,7844,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr9,3,33307915,33413666,105751,50180,0.475,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr9,2,33337883,33413018,75135,10329,0.137,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr9,3,33442780,33521457,78677,10330,0.131,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr9,3,33457085,33474507,17422,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr9,4,34730987,34824342,93355,15696,0.168,NA,0,0,0,0,1,0,knob180,single,,,,
Oh7b,chr9,4,72767998,72785424,17426,7847,0.45,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr9,6,121398049,121435959,37910,14842,0.392,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr9,5,123812008,123840114,28106,14004,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr9,6,123867136,123895242,28106,14004,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
IL14H,chr9,5,124184138,124222049,37911,14866,0.392,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr9,7,124237536,124257565,20029,13471,0.673,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr9,6,124305082,124333188,28106,14004,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
HP301,chr9,5,124480149,124518061,37912,14851,0.392,NA,0,0,0,0,1,0,knob180,single,,,,
MS71,chr9,5,124643340,124671447,28107,14005,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr9,5,124807353,124829408,22055,14462,0.656,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr9,6,124850110,124878998,28888,14621,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr9,5,125057806,125086694,28888,14621,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr9,7,125303298,125332182,28884,14606,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr9,5,125518837,125547900,29063,14797,0.509,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr9,6,125776792,125805890,29098,14842,0.51,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr9,9,125803683,125832571,28888,14621,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr9,4,126150892,126179781,28889,14621,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr9,6,126300993,126330090,29097,14842,0.51,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr9,8,126333742,126361849,28107,14004,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
Tx303,chr9,7,126545884,126573989,28105,14004,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr9,7,126707124,126736221,29097,14842,0.51,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr9,6,126914998,126943886,28888,14621,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr9,6,127255712,127284600,28888,14621,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr9,6,127586678,127615563,28885,14606,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr9,6,128075901,128104790,28889,14622,0.506,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr9,7,128205145,128233243,28098,13999,0.498,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr9,8,136201580,136220846,19266,3821,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
Tzi8,chr9,7,138373799,138385251,11452,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
B73,chr9,7,138540217,138559483,19266,3821,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
NC358,chr9,7,138752606,138764058,11452,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
B97,chr9,6,138809331,138820783,11452,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
Ki3,chr9,8,139495010,139506461,11451,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
Oh43,chr9,9,139527522,139546788,19266,3821,0.198,NA,0,0,0,0,1,0,knob180,single,,,,
CML103,chr9,7,139535111,139546565,11454,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
Ki11,chr9,6,139557974,139587436,29462,3808,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
Ky21,chr9,6,139797667,139809120,11453,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
CML247,chr9,10,139811959,139823390,11431,3225,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
Mo18W,chr9,5,140201979,140213425,11446,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
M37W,chr9,7,140616122,140627572,11450,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
M162W,chr9,7,140663528,140675001,11473,3226,0.281,NA,0,0,0,0,1,0,knob180,single,,,,
CML277,chr9,9,140809039,140820489,11450,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
CML69,chr9,8,140831846,140843296,11450,3225,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
CML228,chr9,7,141437482,141448933,11451,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
NC350,chr9,7,141965170,141994667,29497,3819,0.129,NA,0,0,0,0,1,0,knob180,single,,,,
CML333,chr9,7,142390745,142402198,11453,3223,0.281,NA,0,0,0,0,1,0,knob180,single,,,,
CML52,chr9,8,142831114,142842566,11452,3226,0.282,NA,0,0,0,0,1,0,knob180,single,,,,
P39,chr9,9,162474343,162535023,60680,28684,0.473,NA,0,0,0,0.057,0.686,0.258,knob180,mixed,,,,
B73,chr9,8,162923899,163004743,80844,29391,0.364,NA,0,0,0,0.096,0.651,0.253,knob180,mixed,,,,
MS71,chr9,6,163281877,163331125,49248,28126,0.571,NA,0,0,0,0.051,0.685,0.263,knob180,mixed,,,,
HP301,chr9,6,164267210,164303117,35907,26567,0.74,NA,0,0,0,0,0.72,0.28,knob180,mixed,,,,
Oh43,chr9,10,164816228,164864266,48038,27053,0.563,NA,0,0,0,0,0.727,0.273,knob180,mixed,,,,
IL14H,chr9,7,164920952,164981298,60346,28404,0.471,NA,0,0,0,0.048,0.692,0.26,knob180,mixed,,,,
Tzi8,chr9,8,164963705,165036212,72507,27932,0.385,NA,0,0,0,0.049,0.685,0.266,knob180,mixed,,,,
B97,chr9,7,165253449,165313030,59581,27609,0.463,NA,0,0,0,0.02,0.712,0.268,knob180,mixed,,,,
Ki3,chr9,9,165449765,165485687,35922,26566,0.74,NA,0,0,0,0,0.72,0.28,knob180,mixed,,,,
NC358,chr9,8,165460722,165531351,70629,25319,0.358,NA,0,0,0,0.021,0.755,0.224,knob180,mixed,,,,
CML247,chr9,11,165659707,165695450,35743,26388,0.738,NA,0,0,0,0,0.718,0.282,knob180,mixed,,,,
Ki11,chr9,7,165968279,166040236,71957,27867,0.387,NA,0,0,0,0.053,0.68,0.267,knob180,mixed,,,,
Oh7b,chr9,8,166063009,166100920,37911,14866,0.392,NA,0,0,0,0,1,0,knob180,single,,,,
CML322,chr9,8,166080674,166149572,68898,36303,0.527,NA,0,0,0,0.061,0.676,0.263,knob180,mixed,,,,
M162W,chr9,8,166166641,166217982,51341,28761,0.56,NA,0,0,0,0.072,0.67,0.257,knob180,mixed,,,,
CML103,chr9,8,166192313,166266332,74019,29981,0.405,NA,0,0,0,0.114,0.638,0.248,knob180,mixed,,,,
Mo18W,chr9,6,166243107,166279009,35902,26563,0.74,NA,0,0,0,0,0.72,0.28,knob180,mixed,,,,
Ky21,chr9,7,166727141,166778388,51247,28661,0.559,NA,0,0,0,0.069,0.673,0.258,knob180,mixed,,,,
CML69,chr9,9,166905321,166955280,49959,27354,0.548,NA,0,0,0,0.024,0.705,0.271,knob180,mixed,,,,
M37W,chr9,8,167042529,167088665,46136,26572,0.576,NA,0,0,0,0,0.72,0.28,knob180,mixed,,,,
CML277,chr9,10,167490480,167578765,88285,27265,0.309,NA,0,0,0,0.026,0.701,0.273,knob180,mixed,,,,
CML333,chr9,8,167784443,167832478,48035,27053,0.563,NA,0,0,0,0,0.727,0.273,knob180,mixed,,,,
Tx303,chr9,9,167976456,168053021,76565,32479,0.424,NA,0,0,0,0.182,0.589,0.229,knob180,mixed,,,,
CML228,chr9,8,168491832,168570295,78463,27123,0.346,NA,0,0,0,0.02,0.705,0.274,knob180,mixed,,,,
NC350,chr9,8,168574409,168638847,64438,32207,0.5,NA,0,0,0,0.16,0.611,0.229,knob180,mixed,,,,
CML52,chr9,9,168928264,168971368,43104,26364,0.612,NA,0,0,0,0,0.718,0.282,knob180,mixed,,,,
Oh7b,chr9,9,205502416,205553793,51377,28672,0.558,NA,0,0,0,0.077,0.668,0.255,knob180,mixed,,,,
